source	target	interaction	Weight	neighborhood	fusion	cooccurence	coexpression	experiments	experiments_transferred	database	database_transferred	textmining	textmining_transferred	combined_score
A2M	MAPK3	experiments_transferred	62	0	0	0	0	0	62	0	0	224	0	240
A2M	MAPK6	experiments	237	0	0	0	0	237	0	0	0	0	45	240
A2M	MAPT	experiments	292	0	0	0	0	292	0	0	0	269	0	460
A2M	MASP1	experiments_transferred	127	0	0	0	72	0	127	0	0	348	46	438
A2M	MASP2	experiments_transferred	127	0	0	0	0	0	127	0	0	300	46	411
A2M	MATN2	experiments	137	0	0	0	63	137	0	0	0	0	68	180
A2M	METRN	experiments	214	0	0	0	0	214	0	0	0	0	0	214
A2M	METRNL	experiments	239	0	0	0	0	239	0	0	0	0	0	238
A2M	MMP1	database	500	0	0	0	44	0	0	500	0	608	0	796
A2M	MMP10	database	500	0	0	0	0	0	0	500	0	233	0	600
A2M	MMP11	database	500	0	0	0	53	0	0	500	0	180	50	581
A2M	MMP12	database	500	0	0	0	72	0	0	500	0	290	0	641
A2M	MMP13	database	500	0	0	0	0	0	0	500	0	591	0	786
A2M	MMP19	database	500	0	0	0	64	0	0	500	0	175	53	585
A2M	MMP2	experiments	1100	0	0	0	113	600	0	500	0	768	0	953
A2M	MMP20	database	500	0	0	0	0	0	0	500	0	185	0	575
A2M	MMP3	database	500	0	0	0	44	0	0	500	0	765	0	877
A2M	MMP7	database	500	0	0	0	56	0	0	500	0	336	50	662
A2M	MMP8	database	500	0	0	0	0	0	0	500	0	724	0	856
A2M	MMP9	database	500	0	0	0	49	0	0	500	0	693	50	845
A2M	MST1	experiments_transferred	127	0	0	0	67	0	127	0	0	122	52	248
A2M	MUC2	experiments	422	0	0	0	0	422	0	0	0	0	70	439
A2M	MYOC	experiments	230	0	0	0	60	230	0	0	0	81	71	299
A2M	MYOM2	experiments_transferred	46	0	0	0	0	0	46	0	0	171	0	175
A2M	NCKAP5	experiments_transferred	123	0	0	0	67	0	123	0	0	0	46	151
A2M	NDN	experiments	166	0	0	0	86	166	0	0	0	0	0	212
A2M	NGF	experiments	292	0	0	0	0	292	0	0	0	620	0	719
A2M	NPTX1	experiments_transferred	155	0	0	0	55	0	155	0	0	79	45	203
A2M	NPTX2	experiments_transferred	155	0	0	0	45	0	155	0	0	55	45	174
A2M	NPTXR	experiments_transferred	155	0	0	0	0	0	155	0	0	81	102	241
A2M	NR1H4	experiments_transferred	45	0	0	0	72	0	45	0	0	166	0	248
A2M	NR3C1	experiments_transferred	45	0	0	0	0	0	45	0	0	163	74	195
A2M	PAEP	experiments	292	0	0	0	0	292	0	0	0	165	0	390
A2M	PAMR1	experiments_transferred	123	0	0	0	67	0	123	0	0	0	46	151
A2M	PARK7	experiments	125	0	0	0	0	125	0	0	0	165	0	238
A2M	PCGF2	experiments_transferred	171	0	0	0	0	0	171	0	0	0	54	182
A2M	PDF	experiments	199	0	0	0	0	199	0	0	0	0	0	199
A2M	PDGFRB	experiments	170	0	0	0	141	170	0	0	0	456	0	578
A2M	PHC1	experiments	293	0	131	0	48	163	130	0	0	0	44	319
A2M	PLA1A	experiments_transferred	45	0	0	0	95	0	45	0	0	0	91	179
A2M	PLAT	experiments_transferred	127	0	0	0	85	0	127	0	0	620	46	671
A2M	PLAU	experiments_transferred	127	0	0	0	42	0	127	0	0	686	46	715
A2M	PLG	experiments_transferred	127	0	0	0	42	0	127	0	0	720	80	779
A2M	PLGLB1	experiments_transferred	127	0	0	0	0	0	127	0	0	73	46	173
A2M	PNMA2	experiments_transferred	45	0	0	0	0	0	45	0	0	60	166	185
A2M	POGLUT1	experiments	230	0	0	0	0	230	0	0	0	0	0	229
A2M	POTEF	experiments_transferred	47	0	0	0	0	0	47	0	0	174	0	179
A2M	POU5F1	experiments_transferred	53	0	0	0	61	0	53	0	0	451	0	469
A2M	PPARA	experiments_transferred	45	0	0	0	0	0	45	0	0	153	0	156
A2M	PPARG	experiments_transferred	45	0	0	0	54	0	45	0	0	463	0	472
A2M	PPY	experiments_transferred	46	0	0	0	0	0	46	0	0	242	65	264
A2M	PRADC1	experiments	242	0	0	0	0	242	0	0	0	0	0	241
A2M	PRDX1	experiments_transferred	68	0	0	0	44	0	68	0	0	182	56	219
A2M	PRDX2	experiments_transferred	71	0	0	0	0	0	71	0	0	227	56	262
A2M	PRDX6	experiments_transferred	50	0	0	0	0	0	50	0	0	148	51	164
A2M	PROC	experiments_transferred	1027	0	0	0	62	0	127	900	0	199	46	931
A2M	PROZ	experiments_transferred	127	0	0	0	0	0	127	0	0	103	52	214
A2M	PRSS1	experiments_transferred	127	0	0	0	0	0	127	0	0	622	46	657
A2M	PRSS12	experiments_transferred	127	0	0	0	0	0	127	0	0	0	102	182
A2M	PRSS2	experiments_transferred	127	0	0	0	56	0	127	0	0	176	46	265
A2M	PRSS21	experiments_transferred	127	0	0	0	0	0	127	0	0	89	46	178
A2M	PRSS27	experiments_transferred	127	0	0	0	0	0	127	0	0	60	70	173
A2M	PRSS3	experiments_transferred	127	0	0	0	0	0	127	0	0	370	46	429
A2M	PRSS45P	experiments_transferred	127	0	0	0	0	0	127	0	0	0	70	156
A2M	PRSS48	experiments_transferred	123	0	0	0	0	0	123	0	0	0	74	153
A2M	PRSS50	experiments_transferred	127	0	0	0	0	0	127	0	0	0	70	156
A2M	PRSS57	experiments_transferred	127	0	0	0	0	0	127	0	0	74	46	164
A2M	PRSS8	experiments_transferred	127	0	0	0	44	0	127	0	0	68	46	162
A2M	PRTN3	experiments_transferred	127	0	0	0	0	0	127	0	0	278	46	348
A2M	PTPN13	experiments_transferred	67	0	0	0	56	0	67	0	0	0	117	154
A2M	PTPN6	experiments_transferred	67	0	0	0	0	0	67	0	0	68	137	184
A2M	PTPRC	experiments_transferred	67	0	0	0	43	0	67	0	0	161	177	300
A2M	PTPRZ1	experiments_transferred	97	0	0	0	59	0	97	0	0	81	73	179
A2M	PTX3	experiments	166	0	0	0	47	166	0	0	0	195	57	315
A2M	PZP	experiments	330	0	0	53	121	330	0	0	0	395	0	617
A2M	RAB11A	experiments_transferred	64	0	0	0	0	0	64	0	0	135	56	168
A2M	RAB14	experiments_transferred	64	0	0	0	0	0	64	0	0	0	145	165
A2M	RAP1B	experiments	152	0	0	0	44	88	64	0	0	105	0	183
A2M	RGN	experiments_transferred	91	0	0	0	81	0	91	0	0	68	239	363
A2M	RHOA	experiments_transferred	64	0	0	0	53	0	64	0	0	164	0	194
A2M	RING1	experiments_transferred	243	0	0	0	0	0	243	0	0	0	57	255
A2M	RNF2	experiments_transferred	243	0	0	0	0	0	243	0	0	0	57	255
A2M	RTL9	experiments_transferred	45	0	0	0	0	0	45	0	0	0	206	209
A2M	RYBP	experiments	292	0	0	0	0	292	0	0	0	0	49	297
A2M	S100B	experiments	70	0	0	0	120	70	0	0	0	165	0	256
A2M	SCARF1	experiments_transferred	45	0	0	0	44	0	45	0	0	159	54	176
A2M	SCMH1	experiments_transferred	239	0	0	0	0	0	239	0	0	0	80	269
A2M	SCML1	experiments_transferred	239	0	0	0	0	0	239	0	0	0	80	269
A2M	SCML2	experiments_transferred	239	0	0	0	0	0	239	0	0	0	80	269
A2M	SHBG	experiments	230	0	0	0	0	230	0	0	0	271	0	414
A2M	SLC6A4	experiments	292	0	0	0	0	292	0	0	0	91	187	437
A2M	SORL1	experiments_transferred	66	0	0	0	0	0	66	0	0	574	0	585
A2M	SOX2	experiments	292	0	0	0	50	292	0	0	0	85	0	330
A2M	SPACA3	experiments	287	0	0	0	0	287	0	0	0	85	90	354
A2M	ST14	experiments_transferred	127	0	0	0	0	0	127	0	0	68	46	159
A2M	STAB1	experiments_transferred	45	0	0	0	107	0	45	0	0	149	86	247
A2M	STAB2	experiments_transferred	45	0	0	0	42	0	45	0	0	119	90	168
A2M	SYK	experiments	71	0	0	0	0	71	0	0	0	120	49	154
A2M	TBL1X	experiments_transferred	49	0	0	0	0	0	49	0	0	177	48	189
A2M	TBP	experiments_transferred	95	0	0	0	0	0	95	0	0	79	115	197
A2M	TEK	experiments	221	0	0	0	100	221	0	0	0	119	0	328
A2M	TGFB1	experiments_transferred	45	0	0	0	0	0	45	0	0	910	0	910
A2M	TGFB2	experiments_transferred	45	0	0	0	60	0	45	0	0	605	0	621
A2M	TGFB3	experiments_transferred	45	0	0	0	76	0	45	0	0	224	45	272
A2M	TGM2	experiments	140	0	0	0	74	140	0	0	0	154	48	284
A2M	TLN1	experiments_transferred	71	0	0	0	53	0	71	0	0	193	57	240
A2M	TLN2	experiments_transferred	71	0	0	0	62	0	71	0	0	92	57	154
A2M	TMPRSS13	experiments_transferred	127	0	0	0	0	0	127	0	0	112	50	214
A2M	TMPRSS15	experiments_transferred	127	0	0	0	0	0	127	0	0	181	46	258
A2M	TMPRSS2	experiments_transferred	127	0	0	0	42	0	127	0	0	119	46	217
A2M	TMPRSS6	experiments_transferred	127	0	0	0	0	0	127	0	0	434	46	515
A2M	TMPRSS7	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	178
A2M	TOP2A	experiments_transferred	113	0	0	0	0	0	113	0	0	108	119	252
A2M	TOP2B	experiments_transferred	113	0	0	0	0	0	113	0	0	0	119	196
A2M	TP63	experiments	292	0	0	0	0	292	0	0	0	0	0	292
A2M	TPSAB1	experiments_transferred	127	0	0	0	72	0	127	0	0	108	57	230
A2M	TPSG1	experiments_transferred	127	0	0	0	0	0	127	0	0	55	57	157
A2M	TRIM6	experiments	292	0	0	0	0	292	0	0	0	0	0	292
A2M	TTR	experiments	69	0	0	0	73	69	0	0	0	892	44	905
A2M	TXN	experiments	71	0	0	0	0	71	0	0	0	176	56	214
A2M	UBE2U	experiments	195	0	0	0	0	130	65	0	0	0	0	151
A2M	UBR7	experiments	292	0	0	0	0	292	0	0	0	57	0	303
A2M	VLDLR	experiments_transferred	71	0	11	0	49	0	71	0	0	585	0	607
A2M	ZNF576	experiments_transferred	44	0	0	0	0	0	44	0	0	151	0	153
A2M	ZNF85	experiments_transferred	45	0	0	0	0	0	45	0	0	160	0	163
A2ML1	ABCA10	experiments_transferred	95	0	0	0	0	0	95	0	0	259	0	310
A2ML1	ABCA12	experiments_transferred	95	0	0	0	58	0	95	0	0	125	0	188
A2ML1	ABCA13	experiments_transferred	95	0	0	0	55	0	95	0	0	94	0	157
A2ML1	ABCA5	experiments_transferred	95	0	0	0	0	0	95	0	0	102	0	164
A2ML1	ABCA6	experiments_transferred	95	0	0	0	47	0	95	0	0	106	0	172
A2ML1	ABCA8	experiments_transferred	95	0	0	0	0	0	95	0	0	163	0	220
A2ML1	ABCA9	experiments_transferred	95	0	0	0	0	0	95	0	0	104	0	165
A2ML1	ACR	experiments_transferred	127	0	0	0	45	0	127	0	0	0	46	151
A2ML1	AFM	experiments_transferred	71	0	0	0	0	0	71	0	0	0	51	151
A2ML1	ALB	experiments_transferred	73	0	0	0	0	0	73	0	0	91	49	165
A2ML1	ANKRD30A	experiments_transferred	47	0	0	0	0	0	47	0	0	158	0	163
A2ML1	APOA2	experiments_transferred	71	0	0	0	0	0	71	0	0	0	0	164
A2ML1	B4E1Z4_HUMAN	experiments_transferred	126	0	0	0	0	0	126	0	0	0	74	180
A2ML1	BAK1	experiments	165	0	0	0	0	165	0	0	0	0	0	165
A2ML1	BEX5	experiments	164	0	0	0	0	164	0	0	0	0	0	163
A2ML1	BICDL2	experiments_transferred	123	0	0	0	67	0	123	0	0	0	46	151
A2ML1	BMI1	experiments_transferred	171	0	0	0	0	0	171	0	0	0	54	182
A2ML1	C1R	experiments_transferred	127	0	0	0	44	0	127	0	0	69	65	190
A2ML1	C1RL	experiments_transferred	127	0	0	0	45	0	127	0	0	0	46	150
A2ML1	C1S	experiments_transferred	127	0	0	0	45	0	127	0	0	91	65	210
A2ML1	C2	experiments_transferred	126	0	0	0	0	0	126	0	0	0	74	180
A2ML1	C9	experiments_transferred	54	0	0	0	48	0	54	0	0	0	54	168
A2ML1	CBX2	experiments_transferred	155	0	0	0	0	0	155	0	0	0	43	156
A2ML1	CBX4	experiments_transferred	155	0	0	0	0	0	155	0	0	0	47	160
A2ML1	CBX6	experiments_transferred	155	0	0	0	0	0	155	0	0	0	50	162
A2ML1	CBX7	experiments_transferred	155	0	0	0	42	0	155	0	0	0	43	157
A2ML1	CBX8	experiments_transferred	259	0	0	0	0	0	259	0	0	0	66	278
A2ML1	CCNYL1	experiments	163	0	0	0	42	163	0	0	0	0	0	163
A2ML1	CDK15	experiments	165	0	0	0	0	165	0	0	0	0	0	165
A2ML1	CEP152	experiments	166	0	0	0	0	166	0	0	0	0	0	165
A2ML1	CERS3	experiments	124	0	0	0	255	124	0	0	0	91	80	381
A2ML1	CFB	experiments_transferred	126	0	0	0	0	0	126	0	0	0	74	180
A2ML1	CFI	experiments_transferred	123	0	0	0	0	0	123	0	0	0	46	183
A2ML1	CHD1	experiments_transferred	45	0	0	0	0	0	45	0	0	0	349	359
A2ML1	CNFN	experiments_transferred	71	0	0	0	216	0	71	0	0	241	0	398
A2ML1	COMMD3-BMI1	experiments_transferred	171	0	0	0	0	0	171	0	0	0	54	182
A2ML1	CPB2	experiments_transferred	45	0	0	0	0	0	45	0	0	0	80	170
A2ML1	CST3	experiments_transferred	52	0	0	0	0	0	52	0	0	196	49	211
A2ML1	CSTA	experiments_transferred	47	0	0	0	60	0	47	0	0	138	49	167
A2ML1	CSTB	experiments_transferred	47	0	0	0	68	0	47	0	0	182	49	216
A2ML1	CTRB1	experiments_transferred	127	0	0	0	0	0	127	0	0	779	46	799
A2ML1	CTRB2	experiments_transferred	127	0	0	0	0	0	127	0	0	807	46	825
A2ML1	CTRL	experiments_transferred	127	0	0	0	0	0	127	0	0	57	99	193
A2ML1	CTSG	experiments_transferred	127	0	0	0	0	0	127	0	0	133	183	330
A2ML1	CYP2C18	experiments_transferred	68	0	0	0	62	0	68	0	0	85	50	162
A2ML1	CYP2F1	experiments_transferred	68	0	0	0	48	0	68	0	0	0	102	158
A2ML1	CYP4F22	experiments_transferred	45	0	0	0	47	0	45	0	0	108	70	161
A2ML1	DUSP21	experiments	187	0	0	0	0	187	0	0	0	0	51	250
A2ML1	DYNLL2	experiments	196	0	0	0	0	196	0	0	0	0	0	196
A2ML1	ELANE	experiments_transferred	127	0	0	0	0	0	127	0	0	134	46	219
A2ML1	ENSP00000418875	experiments_transferred	127	0	0	0	0	0	127	0	0	0	70	156
A2ML1	ENSP00000493607	experiments_transferred	123	0	0	0	0	0	123	0	0	0	46	183
A2ML1	ERCC6L2	experiments_transferred	57	0	0	0	0	0	57	0	0	138	50	170
A2ML1	F10	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	155
A2ML1	F11	experiments_transferred	127	0	0	0	0	0	127	0	0	0	56	156
A2ML1	F12	experiments_transferred	123	0	0	0	0	0	123	0	0	0	55	192
A2ML1	F2	experiments_transferred	127	0	0	0	0	0	127	0	0	0	76	252
A2ML1	F7	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	155
A2ML1	F9	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	155
A2ML1	FAM153B	experiments	162	0	0	0	49	162	0	0	0	0	0	168
A2ML1	FCRL5	experiments	187	0	0	0	0	187	0	0	0	0	56	199
A2ML1	FOXD4	experiments	165	0	0	0	0	165	0	0	0	0	71	202
A2ML1	FOXH1	experiments	164	0	0	0	56	164	0	0	0	0	0	177
A2ML1	FRMD1	experiments	280	0	0	0	44	213	67	0	0	0	47	241
A2ML1	FTH1	experiments	205	0	0	0	0	205	0	0	0	0	66	225
A2ML1	GC	experiments_transferred	65	0	0	0	0	0	65	0	0	0	0	213
A2ML1	GMCL1	experiments	304	0	0	0	0	304	0	0	0	0	0	304
A2ML1	GOT1	experiments	74	0	0	0	0	74	0	0	0	0	129	158
A2ML1	GPATCH2L	experiments	230	0	0	0	0	230	0	0	0	0	0	229
A2ML1	GPR148	experiments	189	0	0	0	0	189	0	0	0	0	0	189
A2ML1	GRK4	experiments	164	0	0	0	0	164	0	0	0	85	0	202
A2ML1	GZMB	experiments_transferred	127	0	0	0	56	0	127	0	0	0	135	228
A2ML1	GZMH	experiments_transferred	127	0	0	0	62	0	127	0	0	0	135	233
A2ML1	HABP2	experiments_transferred	123	0	0	0	0	0	123	0	0	0	50	188
A2ML1	HGF	experiments_transferred	127	0	0	0	0	0	127	0	0	0	52	150
A2ML1	HGFAC	experiments_transferred	123	0	0	0	0	0	123	0	0	0	55	192
A2ML1	HP	experiments_transferred	123	0	0	0	0	0	123	0	0	76	65	235
A2ML1	HPR	experiments_transferred	123	0	0	0	0	0	123	0	0	0	65	206
A2ML1	HRAS	experiments_transferred	64	0	0	0	0	0	64	0	0	255	0	272
A2ML1	KAT6B	experiments_transferred	52	0	0	0	0	0	52	0	0	374	0	381
A2ML1	KLK1	experiments_transferred	126	0	0	0	42	0	126	0	0	118	46	201
A2ML1	KLK10	experiments_transferred	123	0	0	0	101	0	123	0	0	87	72	242
A2ML1	KLK11	experiments_transferred	127	0	0	0	67	0	127	0	0	91	46	199
A2ML1	KLK12	experiments_transferred	127	0	0	0	56	0	127	0	0	203	46	289
A2ML1	KLK13	experiments_transferred	127	0	0	0	149	0	127	0	0	125	46	296
A2ML1	KLK14	experiments_transferred	127	0	0	0	63	0	127	0	0	0	46	151
A2ML1	KLK4	experiments_transferred	123	0	0	0	50	0	123	0	0	96	46	185
A2ML1	KLK5	experiments_transferred	127	0	0	0	99	0	127	0	0	0	46	184
A2ML1	KLK6	experiments_transferred	127	0	0	0	74	0	127	0	0	737	46	770
A2ML1	KLK7	experiments_transferred	123	0	0	0	128	0	123	0	0	801	46	835
A2ML1	KLK8	experiments_transferred	127	0	0	0	125	0	127	0	0	110	46	264
A2ML1	KLK9	experiments_transferred	123	0	0	0	68	0	123	0	0	0	46	152
A2ML1	KLKB1	experiments_transferred	127	0	0	0	0	0	127	0	0	60	72	187
A2ML1	KRAS	experiments_transferred	64	0	0	0	0	0	64	0	0	315	0	331
A2ML1	KRT6A	experiments_transferred	55	0	0	0	138	0	55	0	0	212	45	304
A2ML1	KRT6B	experiments_transferred	55	0	0	0	141	0	55	0	0	226	45	319
A2ML1	KRT6C	experiments_transferred	55	0	0	0	67	0	55	0	0	160	45	198
A2ML1	KRT78	experiments_transferred	55	0	0	0	250	0	55	0	0	136	0	334
A2ML1	L2HGDH	experiments	350	0	0	0	0	350	0	0	0	0	47	354
A2ML1	LGALS3BP	experiments_transferred	123	0	0	0	0	0	123	0	0	69	46	153
A2ML1	LPA	experiments_transferred	127	0	0	0	0	0	127	0	0	0	51	221
A2ML1	LRP1	experiments_transferred	71	0	0	0	0	0	71	0	0	120	0	159
A2ML1	LRP5	experiments_transferred	71	0	0	0	0	0	71	0	0	0	115	155
A2ML1	LRP5L	experiments_transferred	71	0	0	0	0	0	71	0	0	0	115	155
A2ML1	LRP6	experiments_transferred	71	0	0	0	49	0	71	0	0	0	131	177
A2ML1	MASP1	experiments_transferred	127	0	0	0	0	0	127	0	0	76	46	178
A2ML1	MASP2	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	193
A2ML1	MOGAT3	experiments	135	0	0	0	44	135	0	0	0	0	0	161
A2ML1	MRAS	experiments_transferred	64	0	0	0	0	0	64	0	0	348	53	371
A2ML1	MST1	experiments_transferred	127	0	0	0	0	0	127	0	0	0	52	154
A2ML1	NFAM1	experiments	164	0	0	0	48	164	0	0	0	0	0	170
A2ML1	NFKB1	experiments	166	0	0	0	0	166	0	0	0	0	46	170
A2ML1	NHLRC2	experiments	292	0	0	0	0	292	0	0	0	0	0	292
A2ML1	NINL	experiments	292	0	0	0	0	292	0	0	0	0	41	292
A2ML1	NPPA	experiments	220	0	0	0	0	220	0	0	0	0	0	220
A2ML1	NPTX1	experiments_transferred	155	0	0	0	0	0	155	0	0	0	45	158
A2ML1	NPTX2	experiments_transferred	155	0	0	0	0	0	155	0	0	0	45	158
A2ML1	NPTXR	experiments_transferred	155	0	0	0	0	0	155	0	0	0	102	208
A2ML1	NRAS	experiments_transferred	64	0	0	0	0	0	64	0	0	392	0	406
A2ML1	PAMR1	experiments_transferred	123	0	0	0	48	0	123	0	0	125	46	209
A2ML1	PCGF2	experiments_transferred	171	0	0	0	0	0	171	0	0	0	54	182
A2ML1	PDE4DIP	experiments	165	0	0	0	0	165	0	0	0	0	0	165
A2ML1	PDSS1	database_transferred	116	0	0	0	0	0	0	0	116	95	0	165
A2ML1	PHC1	experiments_transferred	130	0	303	0	0	0	130	0	0	0	44	369
A2ML1	PI4KA	experiments	163	0	0	0	0	163	0	0	0	0	0	163
A2ML1	PIM1	experiments	164	0	0	0	44	164	0	0	0	0	0	166
A2ML1	PLG	experiments_transferred	127	0	0	0	0	0	127	0	0	0	51	221
A2ML1	PRDM15	experiments_transferred	45	0	0	0	0	0	45	0	0	119	138	211
A2ML1	PROC	experiments_transferred	127	0	0	0	0	0	127	0	0	0	57	203
A2ML1	PROZ	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	155
A2ML1	PRSS12	experiments_transferred	127	0	0	0	42	0	127	0	0	0	102	183
A2ML1	PRSS2	experiments_transferred	127	0	0	0	0	0	127	0	0	71	46	158
A2ML1	PRSS22	experiments_transferred	127	0	0	0	59	0	127	0	0	0	46	151
A2ML1	PRSS27	experiments_transferred	127	0	0	0	230	0	127	0	0	138	70	391
A2ML1	PRSS3	experiments_transferred	127	0	0	0	56	0	127	0	0	69	46	170
A2ML1	PRSS45P	experiments_transferred	127	0	0	0	0	0	127	0	0	0	70	156
A2ML1	PRSS50	experiments_transferred	127	0	0	0	0	0	127	0	0	0	70	156
A2ML1	PRTN3	experiments_transferred	127	0	0	0	0	0	127	0	0	69	46	160
A2ML1	PTPN11	experiments_transferred	67	0	0	0	0	0	67	0	0	430	0	445
A2ML1	RAB14	experiments_transferred	64	0	0	0	0	0	64	0	0	0	145	165
A2ML1	RERGL	experiments_transferred	64	0	0	0	0	0	64	0	0	145	0	165
A2ML1	RGN	experiments_transferred	91	0	0	0	0	0	91	0	0	0	72	159
A2ML1	RHOV	experiments_transferred	64	0	0	0	83	0	64	0	0	182	64	254
A2ML1	RING1	experiments_transferred	243	0	0	0	0	0	243	0	0	0	57	255
A2ML1	RIPPLY3	experiments	75	0	0	0	0	75	0	0	0	158	0	187
A2ML1	RIT1	experiments_transferred	64	0	0	0	0	0	64	0	0	301	90	352
A2ML1	RNF2	experiments_transferred	243	0	0	0	0	0	243	0	0	0	57	255
A2ML1	RRAS	experiments_transferred	64	0	0	0	42	0	64	0	0	541	43	553
A2ML1	RRAS2	experiments_transferred	64	0	0	0	0	0	64	0	0	213	90	271
A2ML1	SCMH1	experiments_transferred	239	0	0	0	0	0	239	0	0	0	80	269
A2ML1	SCML1	experiments_transferred	239	0	0	0	0	0	239	0	0	0	80	269
A2ML1	SCML2	experiments_transferred	239	0	0	0	0	0	239	0	0	0	80	269
A2ML1	SHOX	experiments_transferred	45	0	0	0	42	0	45	0	0	176	90	222
A2ML1	SOX2	experiments	292	0	0	0	44	292	0	0	0	0	0	294
A2ML1	SPTBN4	experiments	162	0	0	0	0	162	0	0	0	0	0	161
A2ML1	ST14	experiments_transferred	127	0	0	0	62	0	127	0	0	0	46	154
A2ML1	TBC1D22B	experiments	165	0	0	0	0	165	0	0	0	0	54	176
A2ML1	THAP10	experiments	205	0	0	0	0	161	44	0	0	0	0	163
A2ML1	THRA	experiments	232	0	0	0	0	187	45	0	0	0	0	190
A2ML1	TLR7	experiments	165	0	0	0	0	165	0	0	0	0	57	178
A2ML1	TMPRSS11A	experiments_transferred	127	0	0	0	0	0	127	0	0	122	46	208
A2ML1	TMPRSS11B	experiments_transferred	127	0	0	0	249	0	127	0	0	259	46	476
A2ML1	TMPRSS11D	experiments_transferred	127	0	0	0	104	0	127	0	0	183	66	326
A2ML1	TMPRSS11E	experiments_transferred	127	0	0	0	75	0	127	0	0	0	46	165
A2ML1	TMPRSS12	experiments_transferred	127	0	0	0	60	0	127	0	0	0	46	164
A2ML1	TMPRSS13	experiments_transferred	127	0	0	0	63	0	127	0	0	0	46	167
A2ML1	TMPRSS2	experiments_transferred	127	0	0	0	60	0	127	0	0	0	46	164
A2ML1	TMPRSS6	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	178
A2ML1	TMPRSS7	experiments_transferred	127	0	0	0	0	0	127	0	0	0	46	178
A2ML1	TOP2A	experiments_transferred	113	0	0	0	0	0	113	0	0	0	119	196
A2ML1	TOP2B	experiments_transferred	113	0	0	0	0	0	113	0	0	0	119	196
A2ML1	TOX4	experiments	162	0	0	0	0	162	0	0	0	0	65	182
A2ML1	TREX2	experiments	225	0	0	0	49	225	0	0	0	0	52	240
A2ML1	UBALD2	experiments	165	0	0	0	0	165	0	0	0	0	0	165
A2ML1	UGT1A10	experiments	334	0	0	0	0	334	0	0	0	0	46	347
A2ML1	WWOX	experiments	292	0	0	0	0	292	0	0	0	0	46	305
A2ML1	ZFAND4	experiments	317	0	0	0	0	317	0	0	0	0	0	317
A2ML1	ZFAT	experiments_transferred	44	0	0	0	42	0	44	0	0	105	124	185
A2ML1	ZFP42	experiments_transferred	91	0	0	0	62	0	91	0	0	0	85	151
A2ML1	ZNF182	experiments_transferred	45	0	0	0	0	0	45	0	0	185	0	188
A2ML1	ZNF212	experiments_transferred	45	0	0	0	0	0	45	0	0	198	0	201
A2ML1	ZNF215	experiments_transferred	44	0	0	200	0	0	44	0	0	0	0	202
A2ML1	ZNF280A	experiments_transferred	44	0	0	0	42	0	44	0	0	201	0	204
A2ML1	ZNF385A	experiments_transferred	44	0	0	0	62	0	44	0	0	148	0	169
A2ML1	ZSCAN12	experiments	270	0	0	0	0	225	45	0	0	0	0	228
A3GALT2	ACTR1A	experiments_transferred	45	0	0	0	0	0	45	0	0	181	55	206
A3GALT2	B2M	experiments_transferred	155	0	0	0	0	0	155	0	0	180	64	294
A3GALT2	B3GALNT1	database	900	0	0	0	0	0	0	900	0	199	315	941
A3GALT2	B4GALT6	database	800	0	0	0	0	0	0	800	0	307	64	858
A3GALT2	CD2	experiments_transferred	58	0	0	0	0	0	58	0	0	104	163	231
A3GALT2	CD4	experiments_transferred	61	0	0	0	0	0	61	0	0	147	53	175
A3GALT2	CENPS	experiments_transferred	152	0	0	0	0	0	152	0	0	0	52	161
A3GALT2	CENPS-CORT	experiments_transferred	152	0	0	0	0	0	152	0	0	0	52	161
A3GALT2	CENPT	experiments_transferred	237	0	0	0	0	0	237	0	0	0	0	237
A3GALT2	CORT	experiments_transferred	152	0	0	0	0	0	152	0	0	0	52	161
A3GALT2	CYP2F1	experiments_transferred	48	0	0	0	0	0	48	0	0	189	50	207
A3GALT2	DDX58	experiments_transferred	174	0	0	0	0	0	174	0	0	0	50	181
A3GALT2	DHX58	experiments_transferred	174	0	0	0	0	0	174	0	0	0	50	181
A3GALT2	EGR4	experiments_transferred	148	0	0	0	0	0	50	0	98	0	0	168
A3GALT2	ENSP00000461865	experiments_transferred	152	0	0	0	0	0	152	0	0	0	52	161
A3GALT2	ERCC4	experiments_transferred	178	0	0	0	0	0	178	0	0	0	0	177
A3GALT2	FANCM	experiments_transferred	528	0	0	0	0	0	528	0	0	0	50	532
A3GALT2	FNBP4	experiments_transferred	127	0	0	0	0	0	127	0	0	0	65	164
A3GALT2	GLB1	database	800	0	0	0	0	0	0	800	0	0	0	804
A3GALT2	GNB5	experiments_transferred	46	0	0	0	0	0	46	0	0	303	0	311
A3GALT2	IFIH1	experiments_transferred	174	0	0	0	0	0	174	0	0	0	50	181
A3GALT2	KREMEN1	experiments_transferred	152	0	0	0	0	0	152	0	0	0	52	161
A3GALT2	KREMEN2	experiments_transferred	152	0	0	0	0	0	152	0	0	0	52	161
